entity_id,state,last_changed,current_temperature,hvac_action,target_temp_high,target_temp_low,temperature
sensor.office_thermische_masse,10,2026-01-05T00:00:00.000Z
sensor.office_thermische_masse,unavailable,2026-01-05T00:09:26.152Z
sensor.office_thermische_masse,10,2026-01-05T00:09:26.357Z
sensor.office_thermische_masse,unavailable,2026-01-05T00:29:08.486Z
sensor.office_thermische_masse,10,2026-01-05T00:29:08.706Z
sensor.office_thermischer_verlust,4.51,2026-01-05T00:00:00.000Z
sensor.office_thermischer_verlust,unavailable,2026-01-05T00:09:26.152Z
sensor.office_thermischer_verlust,4.51,2026-01-05T00:09:26.368Z
sensor.office_thermischer_verlust,unavailable,2026-01-05T00:29:08.486Z
sensor.office_thermischer_verlust,4.51,2026-01-05T00:29:08.710Z
sensor.office_lern_konfidenz,45,2026-01-05T00:00:00.000Z
sensor.office_lern_konfidenz,unavailable,2026-01-05T00:09:26.152Z
sensor.office_lern_konfidenz,45,2026-01-05T00:09:26.370Z
sensor.office_lern_konfidenz,unavailable,2026-01-05T00:29:08.486Z
sensor.office_lern_konfidenz,45,2026-01-05T00:29:08.711Z
sensor.buro_technik_prognostizierte_dauer,126.0,2026-01-05T00:00:00.000Z
sensor.buro_technik_prognostizierte_dauer,126.1,2026-01-05T00:02:25.718Z
sensor.buro_technik_prognostizierte_dauer,125.8,2026-01-05T00:05:25.806Z
sensor.buro_technik_prognostizierte_dauer,125.9,2026-01-05T00:07:25.811Z
sensor.buro_technik_prognostizierte_dauer,unavailable,2026-01-05T00:09:26.153Z
sensor.buro_technik_prognostizierte_dauer,125.9,2026-01-05T00:09:26.373Z
sensor.buro_technik_prognostizierte_dauer,125.7,2026-01-05T00:10:26.436Z
sensor.buro_technik_prognostizierte_dauer,125.8,2026-01-05T00:12:26.532Z
sensor.buro_technik_prognostizierte_dauer,125.5,2026-01-05T00:15:26.527Z
sensor.buro_technik_prognostizierte_dauer,125.6,2026-01-05T00:17:26.533Z
sensor.buro_technik_prognostizierte_dauer,125.8,2026-01-05T00:20:26.385Z
sensor.buro_technik_prognostizierte_dauer,125.9,2026-01-05T00:21:26.433Z
